DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityStartTimeZone,ActivityEndDate,ActivityEndTime,ActivityEndTimeZone,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2021-07-07,14:00:00,,2021-07-07,14:30:00,,-0.4,m,Probe/Sensor,Salinity,,,0.23,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2021-07-07,14:00:00,,2021-07-07,14:30:00,,-5,m,Probe/Sensor,Salinity,,,0.23,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2021-07-07,14:00:00,,2021-07-07,14:30:00,,-9,m,Probe/Sensor,Salinity,,,0.23,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2021-07-07,14:00:00,,2021-07-07,15:15:00,,-21,m,Probe/Sensor,Total dissolved solids,,,313.95,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Langelier Saturation Index,,,-1.2,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Sum of cations,,,4.09,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Turbidity,,,0.46,NTU,Actual,,,,,,,2130B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Conductivity,,,483,uS/cm,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Langelier Saturation Index,,,-1.4,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Sum of anions,,,3.96,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Probe/Sensor,Conductivity,,,469,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"pH, saturated",,,9.2,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"Hardness, carbonate",as CaCO3,,48,mg/L,Actual,,,,,,,2340B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Strontium,,Dissolved,45,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Potassium,,Dissolved,1.6,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Chloride,,Dissolved,110,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Calcium,,Dissolved,16.1,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Pheophytin,,Total,0.83,ug/L,Actual,,,,,,,445,USEPA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Bicarbonate,as CaCO3,,31.38,mg/L,Calculated,,,,,,,4500-C02 D,APHA,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Organic carbon,,Total,3,mg/L,Actual,,,,,,,5310A and C,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Sodium,,Dissolved,71.1,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Sulfate,,Dissolved,11,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Carbonate,as CaCO3,,0.19,mg/L,Calculated,,,,,,,4500-C02 D,APHA,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"Alkalinity, carbonate",as CaCO3,,31.6,mg/L,Actual,,,,,,,2320B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Barium,,Dissolved,24,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Arsenic,,Dissolved,0.5,ug/L,Actual,,0.5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Magnesium,,Dissolved,1.9,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Manganese,,Dissolved,17,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"Chlorophyll a, uncorrected for pheophytin",,Total,2.02,ug/L,Actual,,,,,,,445,USEPA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"Total Nitrogen, mixed forms",as N,Unfiltered,0.18,mg/L,Actual,,,,,,,4500N,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Aluminum,,Dissolved,10,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Sulfate,,Total,0.23,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Chromium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Silica,as SiO2,Total,,mg/L,Actual,Below Detection/Quantification Limit,1,mg/L,Reporting Limit,,,4500-SI E,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Titanium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Copper,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Boron,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,20,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Orthophosphate,as P,Unfiltered,,mg/L,Actual,Below Detection/Quantification Limit,0,mg/L,Reporting Limit,,,G-219-98,Seal,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Lead,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Thallium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"Total Phosphorus, mixed forms",as P,Unfiltered,0,mg/L,Actual,,,,,,,4500-P I,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Molybdenum,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Iron,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,50,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,"Alkalinity, carbonate",,,0.63,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Cadmium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,1,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Potassium,,,0.04,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Vanadium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Sodium,,Total,3.09,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Magnesium,,Total,0.16,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Uranium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Zinc,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Ammonia,as N,Unfiltered,,mg/L,Actual,Below Detection/Quantification Limit,0.02,mg/L,Reporting Limit,,,G-102-93,Seal,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Probe/Sensor,pH,,,7.8,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Cobalt,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Nickel,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Selenium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Beryllium,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,0.4,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,,mg/L,Actual,Below Detection/Quantification Limit,0.02,mg/L,Reporting Limit,,,G-109-94,Seal,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Tin,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Calcium,,Total,0.8,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Total suspended solids,,,,mg/L,Actual,Below Detection/Quantification Limit,5,mg/L,Reporting Limit,,,2540 D,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Chloride,,Total,3.1,meq/L,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Antimony,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,Silver,,Dissolved,,ug/L,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:00:00,,-0.4,m,Van Dorn Bottle,True color,,,,TCU,Actual,Below Detection/Quantification Limit,5,TCU,Reporting Limit,,,2120C,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,14:30:00,,2021-07-07,15:15:00,,-0.4,m,Van Dorn Bottle,Langelier Saturation Index,,,-0.8,None,Calculated,,,,,,,,,Calculated,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2021-07-07,15:00:00,,2021-07-07,15:15:00,,-6.5,m,Van Dorn Bottle,"pH, lab",,,7.7,None,Actual,,,,,,,4500 H+B,APHA,,,,,Nova Scotia Health Authority,
